fname,class,score
1015_120.jpg,1,0.654776514
1015_130.jpg,1,0.561253786
1015_140.jpg,1,0.632560253
1015_20.jpg,1,0.592570245
1015_30.jpg,1,0.602777243
1015_40.jpg,0,0.581751764
1015_50.jpg,0,0.488617361
1015_60.jpg,0,0.504565954
1015_70.jpg,1,0.527183354
1015_80.jpg,1,0.508425772
1015_90.jpg,1,0.48402676
1016_0.jpg,0,0.490183026
1016_10.jpg,1,0.523987114
1016_100.jpg,1,0.752506673
1016_110.jpg,1,0.730672598
1016_120.jpg,1,0.623464346
1016_130.jpg,1,0.692517817
1016_140.jpg,1,0.665250957
1016_150.jpg,1,0.674398243
1016_20.jpg,1,0.533482969
1016_30.jpg,0,0.584640563
1016_40.jpg,1,0.504959404
1016_50.jpg,0,0.578763127
1016_60.jpg,1,0.524911225
1016_70.jpg,1,0.60371238
1016_80.jpg,1,0.676330388
1016_90.jpg,1,0.535588264
1017_0.jpg,1,0.904539585
1017_10.jpg,1,0.926662147
1017_100.jpg,1,0.530855
1017_110.jpg,1,0.542416096
1017_120.jpg,1,0.63343811
1017_130.jpg,1,0.600317776
1017_140.jpg,1,0.917487144
1017_150.jpg,1,0.863566995
1017_20.jpg,1,0.839820027
1017_30.jpg,1,0.648746252
1017_40.jpg,1,0.742491901
1017_50.jpg,1,0.855766535
1017_60.jpg,1,0.895801604
1017_70.jpg,1,0.897173226
1017_80.jpg,1,0.80347389
1017_90.jpg,1,0.857904196
1018_0.jpg,1,0.601077378
1018_10.jpg,1,0.583360016
1018_100.jpg,1,0.632328212
1018_110.jpg,1,0.589871526
1018_120.jpg,1,0.640692592
1018_130.jpg,1,0.551822722
1018_140.jpg,1,0.566672683
1018_150.jpg,1,0.594996214
1018_20.jpg,1,0.61407572
1018_30.jpg,1,0.61734122
1018_40.jpg,1,0.577864945
1018_50.jpg,1,0.625922024
1018_60.jpg,1,0.607491195
1018_70.jpg,1,0.605223656
1018_80.jpg,1,0.59092617
1018_90.jpg,1,0.605567217
1019_0.jpg,0,0.706918776
1019_10.jpg,0,0.743405998
1019_100.jpg,0,0.597577274
1019_110.jpg,0,0.620043695
1019_120.jpg,0,0.80723083
1019_130.jpg,0,0.805427015
1019_140.jpg,0,0.712063789
1019_150.jpg,0,0.611205935
1019_20.jpg,0,0.767793536
1019_30.jpg,0,0.762993574
1019_40.jpg,0,0.534250736
1019_50.jpg,0,0.623069644
1019_60.jpg,0,0.599445999
1019_70.jpg,0,0.604455352
1019_80.jpg,0,0.583147347
1019_90.jpg,0,0.540916026
101_0.jpg,1,0.689624488
101_10.jpg,1,0.5365206
101_100.jpg,1,0.880984068
101_110.jpg,1,0.864415348
101_120.jpg,1,0.880636454
101_130.jpg,1,0.892939627
101_140.jpg,1,0.69178021
101_150.jpg,1,0.709015369
101_160.jpg,1,0.807313859
101_20.jpg,1,0.791233778
101_30.jpg,1,0.73290199
101_40.jpg,1,0.752135456
101_50.jpg,1,0.74331218
101_60.jpg,1,0.815810382
101_70.jpg,1,0.802765727
101_80.jpg,1,0.700190961
101_90.jpg,1,0.672932506
1020_0.jpg,1,0.512661994
1020_10.jpg,1,0.530075252
1020_100.jpg,0,0.614593089
1020_110.jpg,1,0.555971801
1020_120.jpg,1,0.543930411
1020_130.jpg,1,0.612247467
1020_140.jpg,1,0.55616504
1020_150.jpg,1,0.52335614
1020_20.jpg,1,0.562192142
1020_30.jpg,1,0.755294502
1020_40.jpg,1,0.848713338
1020_50.jpg,1,0.75603193
1020_60.jpg,1,0.781856298
1020_70.jpg,0,0.52774477
1020_80.jpg,0,0.666092455
1020_90.jpg,0,0.656696141
1021_0.jpg,1,0.630879521
1021_10.jpg,1,0.650523543
1021_100.jpg,1,0.792739511
1021_110.jpg,1,0.786911666
1021_120.jpg,1,0.696470082
1021_130.jpg,1,0.676977992
1021_140.jpg,1,0.714722991
1021_20.jpg,1,0.652800739
1021_30.jpg,1,0.646569669
1021_40.jpg,1,0.68268764
1021_50.jpg,1,0.624406576
1021_60.jpg,1,0.612223327
1021_70.jpg,1,0.68918699
1021_80.jpg,1,0.646636426
1021_90.jpg,1,0.754311383
1024_0.jpg,0,0.62973839
1024_10.jpg,0,0.743966281
1024_100.jpg,0,0.673185647
1024_110.jpg,0,0.616838932
1024_120.jpg,0,0.604259312
1024_130.jpg,0,0.601978838
1024_140.jpg,0,0.615645409
1024_150.jpg,0,0.610536516
1024_20.jpg,0,0.793215394
1024_30.jpg,0,0.794969201
1024_40.jpg,0,0.819175124
1024_50.jpg,0,0.759765327
1024_60.jpg,0,0.700786769
1024_70.jpg,0,0.767148197
1024_80.jpg,0,0.773767054
1024_90.jpg,0,0.742831051
1026_0.jpg,1,0.918986797
1026_10.jpg,1,0.864978671
1026_100.jpg,1,0.611319125
1026_110.jpg,1,0.646239817
1026_120.jpg,1,0.630675733
1026_130.jpg,1,0.688634574
1026_140.jpg,1,0.697244704
1026_20.jpg,1,0.890751064
1026_30.jpg,1,0.713300407
1026_40.jpg,1,0.773779452
1026_50.jpg,1,0.758248806
1026_60.jpg,1,0.646323085
1026_70.jpg,1,0.651792049
1026_80.jpg,1,0.628387809
1026_90.jpg,1,0.57337594
1027_0.jpg,0,0.672197759
1027_10.jpg,0,0.702108264
1027_100.jpg,0,0.805695653
1027_110.jpg,0,0.821028531
1027_120.jpg,0,0.77194798
1027_130.jpg,0,0.775800347
1027_140.jpg,0,0.611212671
1027_20.jpg,0,0.688807786
1027_30.jpg,0,0.793173254
1027_40.jpg,0,0.780317903
1027_50.jpg,0,0.842071116
1027_60.jpg,0,0.916771948
1027_70.jpg,0,0.841281772
1027_80.jpg,0,0.872264087
1027_90.jpg,0,0.867489576
1028_0.jpg,0,0.75564605
1028_10.jpg,0,0.784187436
1028_100.jpg,0,0.799139977
1028_110.jpg,0,0.805342138
1028_120.jpg,0,0.827088118
1028_130.jpg,0,0.807906926
1028_140.jpg,0,0.83993274
1028_20.jpg,0,0.761322677
1028_30.jpg,0,0.816036105
1028_40.jpg,0,0.811868548
1028_50.jpg,0,0.804489255
1028_60.jpg,0,0.755691707
1028_70.jpg,0,0.778351247
1028_80.jpg,0,0.750665605
1028_90.jpg,0,0.779285491
1029_0.jpg,0,0.50640732
1029_10.jpg,0,0.543511391
1029_100.jpg,0,0.56529361
1029_110.jpg,0,0.538215876
1029_120.jpg,0,0.559618056
1029_130.jpg,0,0.487215698
1029_140.jpg,0,0.518814683
1029_20.jpg,0,0.611809731
1029_30.jpg,0,0.737537444
1029_40.jpg,0,0.727113426
1029_50.jpg,0,0.713162303
1029_60.jpg,0,0.657588482
1029_70.jpg,0,0.611819804
1029_80.jpg,0,0.590462267
1029_90.jpg,0,0.555689394
1030_0.jpg,1,0.918986797
1030_10.jpg,1,0.864978671
1030_100.jpg,1,0.611319125
1030_110.jpg,1,0.646239817
1030_120.jpg,1,0.630675733
1030_130.jpg,1,0.688634574
1030_140.jpg,1,0.697244704
1030_20.jpg,1,0.890751064
1030_30.jpg,1,0.713300407
1030_40.jpg,1,0.773779452
1030_50.jpg,1,0.758248806
1030_60.jpg,1,0.646323085
1030_70.jpg,1,0.651792049
1030_80.jpg,1,0.628387809
1030_90.jpg,1,0.57337594
1031_0.jpg,1,0.572397172
1031_10.jpg,1,0.70064348
1031_100.jpg,1,0.600061119
1031_110.jpg,1,0.556403935
1031_120.jpg,1,0.602068484
1031_130.jpg,1,0.608884573
1031_140.jpg,1,0.647989929
1031_20.jpg,1,0.53897965
1031_30.jpg,0,0.489508212
1031_40.jpg,1,0.569842041
1031_50.jpg,1,0.650031745
1031_60.jpg,1,0.629142106
1031_70.jpg,1,0.587278426
1031_80.jpg,1,0.601729631
1031_90.jpg,1,0.527952671
1033_0.jpg,1,0.940980494
1033_10.jpg,1,0.958834827
1033_100.jpg,1,0.858852148
1033_110.jpg,1,0.867995679
1033_120.jpg,1,0.890592098
1033_130.jpg,1,0.898420393
1033_140.jpg,1,0.891130209
1033_150.jpg,1,0.843240619
1033_20.jpg,1,0.968482375
1033_30.jpg,1,0.908278108
1033_40.jpg,1,0.936910331
1033_50.jpg,1,0.853079736
1033_60.jpg,1,0.874304295
1033_70.jpg,1,0.797891617
1033_80.jpg,1,0.898541212
1033_90.jpg,1,0.893939376
1034_0.jpg,1,0.642574966
1034_10.jpg,0,0.541986406
1034_100.jpg,1,0.532033682
1034_110.jpg,0,0.735029221
1034_120.jpg,0,0.511157811
1034_130.jpg,1,0.56037581
1034_140.jpg,1,0.551823258
1034_150.jpg,1,0.684221447
1034_20.jpg,0,0.626917481
1034_30.jpg,0,0.608284533
1034_40.jpg,0,0.564287722
1034_50.jpg,1,0.504572332
1034_60.jpg,0,0.528450549
1034_70.jpg,0,0.728199124
1034_80.jpg,0,0.712878346
1034_90.jpg,0,0.61445868
1038_0.jpg,0,0.569116652
1038_10.jpg,0,0.539156854
1038_100.jpg,0,0.594769299
1038_110.jpg,0,0.564456284
1038_120.jpg,0,0.548915267
1038_130.jpg,0,0.567416191
1038_140.jpg,0,0.593305528
1038_150.jpg,0,0.593352437
1038_20.jpg,0,0.673401117
1038_30.jpg,0,0.552746594
1038_40.jpg,0,0.572365403
1038_50.jpg,0,0.57602638
1038_60.jpg,0,0.550557435
1038_70.jpg,0,0.569497347
1038_80.jpg,0,0.562370718
1038_90.jpg,0,0.657650292
1040_0.jpg,1,0.478510469
1040_10.jpg,1,0.481860429
1040_100.jpg,1,0.615019977
1040_110.jpg,1,0.575082004
1040_120.jpg,1,0.597917318
1040_130.jpg,1,0.607250154
1040_140.jpg,1,0.519921422
1040_150.jpg,1,0.551054716
1040_20.jpg,1,0.567567706
1040_30.jpg,1,0.578539789
1040_40.jpg,1,0.573353827
1040_50.jpg,1,0.573145032
1040_60.jpg,1,0.590522826
1040_70.jpg,1,0.575599551
1040_80.jpg,1,0.613893628
1040_90.jpg,1,0.616899073
1042_0.jpg,1,0.546899021
1042_10.jpg,1,0.541324377
1042_100.jpg,1,0.569915473
1042_110.jpg,1,0.486480892
1042_120.jpg,1,0.551015556
1042_130.jpg,1,0.534723341
1042_140.jpg,1,0.556077659
1042_150.jpg,1,0.543539941
1042_20.jpg,1,0.545945048
1042_30.jpg,1,0.548780024
1042_40.jpg,1,0.541360319
1042_50.jpg,1,0.545669913
1042_60.jpg,1,0.542741954
1042_70.jpg,1,0.584327817
1042_80.jpg,1,0.537459135
1042_90.jpg,1,0.552790105
1043_0.jpg,0,0.592413962
1043_10.jpg,0,0.634228766
1043_100.jpg,0,0.563065529
1043_110.jpg,0,0.680353761
1043_120.jpg,0,0.696022034
1043_130.jpg,1,0.720065773
1043_140.jpg,1,0.78289479
1043_20.jpg,1,0.574957073
1043_30.jpg,0,0.494955689
1043_40.jpg,0,0.70635283
1043_50.jpg,0,0.533216119
1043_60.jpg,0,0.501039505
1043_70.jpg,0,0.506191611
1043_80.jpg,0,0.497999728
1043_90.jpg,0,0.716045916
1044_0.jpg,1,0.575725913
1044_10.jpg,1,0.686524093
1044_100.jpg,1,0.723452985
1044_110.jpg,1,0.63746208
1044_20.jpg,1,0.804949999
1044_30.jpg,1,0.553284109
1044_40.jpg,1,0.831870019
1044_50.jpg,1,0.772205472
1044_60.jpg,1,0.742527068
1044_70.jpg,1,0.734236002
1044_80.jpg,1,0.787494004
1044_90.jpg,1,0.82478714
1046_0.jpg,1,0.82478714
1046_10.jpg,1,0.82478714
1046_100.jpg,1,0.82478714
1046_110.jpg,1,0.82478714
1046_120.jpg,1,0.82478714
1046_130.jpg,1,0.82478714
1046_140.jpg,1,0.82478714
1046_20.jpg,1,0.82478714
1047_0.jpg,0,0.771616161
1047_10.jpg,0,0.686647594
1047_100.jpg,0,0.740299284
1047_110.jpg,0,0.802721262
1047_120.jpg,0,0.754491329
1047_130.jpg,0,0.874243438
1047_140.jpg,0,0.908999205
1047_20.jpg,0,0.660372555
1047_30.jpg,0,0.622569025
1047_40.jpg,0,0.790068388
1047_50.jpg,0,0.917134285
1047_60.jpg,0,0.909070492
1047_70.jpg,0,0.906623304
1047_80.jpg,0,0.891577005
1047_90.jpg,0,0.875616014
1050_0.jpg,0,0.583812535
1050_10.jpg,0,0.838597894
1050_100.jpg,0,0.493358612
1050_110.jpg,1,0.536689818
1050_120.jpg,1,0.563708842
1050_130.jpg,1,0.600381136
1050_140.jpg,1,0.596660376
1050_150.jpg,1,0.547170937
1050_160.jpg,1,0.525375724
1050_20.jpg,1,0.598015547
1050_30.jpg,1,0.556942165
1050_40.jpg,0,0.796045363
1050_50.jpg,1,0.503615737
1050_60.jpg,0,0.632733285
1050_70.jpg,1,0.741751909
1050_80.jpg,1,0.650152981
1050_90.jpg,1,0.528774858
1051_0.jpg,1,0.855012596
1051_10.jpg,1,0.810659349
1051_100.jpg,1,0.785874903
1051_110.jpg,1,0.771669745
1051_120.jpg,1,0.809860051
1051_130.jpg,1,0.765959322
1051_20.jpg,1,0.822404027
1051_30.jpg,1,0.747332633
1051_40.jpg,1,0.791565239
1051_50.jpg,1,0.788106859
1051_60.jpg,1,0.736827552
1051_70.jpg,1,0.790472925
1051_80.jpg,1,0.715605736
1051_90.jpg,1,0.82933569
1052_0.jpg,1,0.723495543
1052_10.jpg,1,0.758571446
1052_100.jpg,1,0.788728774
1052_110.jpg,1,0.754610896
1052_120.jpg,1,0.827418506
1052_130.jpg,1,0.708374321
1052_140.jpg,1,0.857960999
1052_150.jpg,1,0.772625566
1052_20.jpg,1,0.7135185
1052_30.jpg,1,0.783966839
1052_40.jpg,1,0.75748682
1052_50.jpg,1,0.815937936
1052_60.jpg,1,0.78589958
1052_70.jpg,1,0.727766216
1052_80.jpg,1,0.762491882
1052_90.jpg,1,0.813427866
1053_0.jpg,1,0.874764442
1053_10.jpg,1,0.662285984
1053_100.jpg,1,0.736976862
1053_110.jpg,1,0.660072207
1053_120.jpg,1,0.655393481
1053_130.jpg,1,0.809892476
1053_140.jpg,1,0.845738232
1053_150.jpg,1,0.837292969
1053_20.jpg,1,0.760293603
1053_30.jpg,1,0.824233055
1053_40.jpg,1,0.801862299
1053_50.jpg,1,0.897965491
1053_60.jpg,1,0.809319377
1053_70.jpg,1,0.837083817
1053_80.jpg,1,0.81719929
1053_90.jpg,1,0.734647751
1054_0.jpg,1,0.566835999
1054_10.jpg,1,0.586203694
1054_100.jpg,0,0.640347064
1054_110.jpg,1,0.546437621
1054_120.jpg,1,0.525781214
1054_130.jpg,1,0.607982337
1054_140.jpg,1,0.703685284
1054_150.jpg,1,0.740256011
1054_20.jpg,0,0.763321817
1054_30.jpg,0,0.528244257
1054_40.jpg,1,0.528772771
1054_50.jpg,1,0.661300778
1054_60.jpg,1,0.524973512
1054_70.jpg,1,0.535553157
1054_80.jpg,0,0.58180505
1054_90.jpg,0,0.610857487
1055_0.jpg,0,0.864631474
1055_10.jpg,0,0.863622129
1055_100.jpg,0,0.838267982
1055_110.jpg,0,0.8511554
1055_120.jpg,0,0.837619364
1055_130.jpg,0,0.850640714
1055_140.jpg,0,0.848680735
1055_150.jpg,0,0.840142071
1055_20.jpg,0,0.858483911
1055_30.jpg,0,0.847911596
1055_40.jpg,0,0.798224032
1055_50.jpg,0,0.817011297
1055_60.jpg,0,0.824924707
1055_70.jpg,0,0.840712726
1055_80.jpg,0,0.821432471
1055_90.jpg,0,0.815885365
1056_0.jpg,0,0.910559833
1056_10.jpg,0,0.892194331
1056_100.jpg,0,0.891019464
1056_110.jpg,0,0.841780066
1056_120.jpg,0,0.853966296
1056_130.jpg,0,0.900266528
1056_140.jpg,0,0.902291536
1056_150.jpg,0,0.868199885
1056_20.jpg,0,0.905657589
1056_30.jpg,0,0.889770269
1056_40.jpg,0,0.892662108
1056_50.jpg,0,0.885187149
1056_60.jpg,0,0.947510183
1056_70.jpg,0,0.894267917
1056_80.jpg,0,0.888493478
1056_90.jpg,0,0.911847949
1058_0.jpg,0,0.8997702
1058_10.jpg,0,0.922477305
1058_100.jpg,0,0.888329685
1058_110.jpg,0,0.908195555
1058_120.jpg,0,0.906292081
1058_130.jpg,0,0.922967494
1058_140.jpg,0,0.920043111
1058_20.jpg,0,0.921110868
1058_30.jpg,0,0.909734905
1058_40.jpg,0,0.917727232
1058_50.jpg,0,0.882603407
1058_60.jpg,0,0.916066349
1058_70.jpg,0,0.900537074
1058_80.jpg,0,0.922540784
1058_90.jpg,0,0.917697549
1059_0.jpg,0,0.498506129
1059_10.jpg,1,0.509551048
1059_100.jpg,1,0.703615725
1059_110.jpg,1,0.77883786
1059_120.jpg,1,0.600961864
1059_130.jpg,1,0.795814991
1059_140.jpg,1,0.676454365
1059_150.jpg,1,0.572640538
1059_20.jpg,1,0.517636299
1059_30.jpg,1,0.558411837
1059_40.jpg,1,0.594082415
1059_50.jpg,1,0.61800915
1059_60.jpg,1,0.577864587
1059_70.jpg,1,0.520292401
1059_80.jpg,1,0.604456186
1059_90.jpg,1,0.597545922
105_0.jpg,0,0.941236556
105_10.jpg,0,0.875965953
105_100.jpg,0,0.693457007
105_110.jpg,0,0.538280368
105_120.jpg,1,0.526636064
105_130.jpg,1,0.510822058
105_140.jpg,0,0.862903774
105_150.jpg,0,0.86144948
105_20.jpg,0,0.913104236
105_30.jpg,0,0.914571404
105_40.jpg,0,0.961243987
105_50.jpg,0,0.981641531
105_60.jpg,0,0.988935769
105_70.jpg,0,0.987078071
105_80.jpg,0,0.923532784
105_90.jpg,0,0.889356196
1060_0.jpg,0,0.798641443
1060_10.jpg,0,0.827326775
1060_100.jpg,0,0.718724549
1060_110.jpg,0,0.814205647
1060_120.jpg,0,0.797728658
1060_130.jpg,0,0.772618234
1060_140.jpg,0,0.800522506
1060_150.jpg,0,0.654754877
1060_20.jpg,0,0.775393605
1060_30.jpg,0,0.799270153
1060_40.jpg,0,0.716797352
1060_50.jpg,0,0.755846202
1060_60.jpg,0,0.760251164
1060_70.jpg,0,0.612793565
1060_80.jpg,0,0.547222853
1060_90.jpg,0,0.677928507
1061_0.jpg,1,0.770376444
1061_10.jpg,1,0.630350351
1061_100.jpg,1,0.516773224
1061_110.jpg,1,0.583315432
1061_120.jpg,1,0.526420593
1061_130.jpg,1,0.566413045
1061_140.jpg,0,0.554071188
1061_150.jpg,1,0.739335716
1061_20.jpg,0,0.611856163
1061_30.jpg,0,0.665872753
1061_40.jpg,0,0.544781268
1061_50.jpg,1,0.777875781
1061_60.jpg,1,0.71778065
1061_70.jpg,1,0.691221178
1061_80.jpg,1,0.59185344
1061_90.jpg,0,0.567145884
1064_0.jpg,0,0.567145884
1064_10.jpg,0,0.567145884
1064_100.jpg,0,0.567145884
1064_110.jpg,0,0.567145884
1064_120.jpg,0,0.567145884
1064_130.jpg,0,0.567145884
1064_140.jpg,0,0.567145884
1064_20.jpg,0,0.567145884
1064_30.jpg,0,0.567145884
1064_40.jpg,0,0.567145884
1064_50.jpg,0,0.567145884
1064_60.jpg,0,0.567145884
1064_70.jpg,0,0.567145884
1064_80.jpg,0,0.567145884
1064_90.jpg,0,0.567145884
1065_0.jpg,1,0.545775712
1065_10.jpg,1,0.574657142
1065_100.jpg,1,0.620119572
1065_110.jpg,1,0.539784729
1065_120.jpg,1,0.547737956
1065_130.jpg,1,0.533881068
1065_140.jpg,1,0.535075188
1065_150.jpg,1,0.589693725
1065_20.jpg,1,0.524027705
1065_30.jpg,1,0.583779693
1065_40.jpg,1,0.685352445
1065_50.jpg,1,0.71499759
1065_60.jpg,1,0.698278368
1065_70.jpg,1,0.794659376
1065_80.jpg,1,0.7849648
1065_90.jpg,1,0.699451625
1066_0.jpg,0,0.664100468
1066_10.jpg,1,0.696659148
1066_100.jpg,0,0.622462273
1066_110.jpg,0,0.519741535
1066_120.jpg,0,0.546181977
1066_130.jpg,0,0.518878818
1066_140.jpg,1,0.53523767
1066_150.jpg,1,0.536370099
1066_20.jpg,1,0.756166637
1066_30.jpg,0,0.661694109
1066_40.jpg,0,0.674359977
1066_50.jpg,0,0.729027152
1066_60.jpg,0,0.673216462
1066_70.jpg,0,0.570690095
1066_80.jpg,0,0.714444757
1066_90.jpg,1,0.523180664
1067_0.jpg,1,0.740491867
1067_10.jpg,1,0.828507364
1067_100.jpg,1,0.856939316
1067_110.jpg,1,0.702620566
1067_120.jpg,1,0.806057155
1067_130.jpg,1,0.807151437
1067_140.jpg,1,0.873013496
1067_150.jpg,1,0.804219604
1067_20.jpg,1,0.671814442
1067_30.jpg,1,0.789982677
1067_40.jpg,1,0.785257936
1067_50.jpg,1,0.724493861
1067_60.jpg,1,0.838201225
1067_70.jpg,1,0.795758843
1067_80.jpg,1,0.806841016
1067_90.jpg,1,0.856470883
1068_0.jpg,1,0.870372295
1068_10.jpg,1,0.909659684
1068_100.jpg,1,0.865323186
1068_110.jpg,1,0.912168205
1068_120.jpg,1,0.863303363
1068_130.jpg,1,0.877173662
1068_140.jpg,1,0.852298558
1068_150.jpg,1,0.823187172
1068_160.jpg,1,0.866249502
1068_20.jpg,1,0.859024167
1068_30.jpg,1,0.841354728
1068_40.jpg,1,0.853885055
1068_50.jpg,1,0.866466701
1068_60.jpg,1,0.88365531
1068_70.jpg,1,0.893940687
1068_80.jpg,1,0.872968197
1068_90.jpg,1,0.836530149
1069_0.jpg,0,0.720160604
1069_10.jpg,0,0.733201981
1069_100.jpg,0,0.56809783
1069_110.jpg,0,0.582098544
1069_120.jpg,0,0.603552818
1069_130.jpg,1,0.495173633
1069_140.jpg,0,0.53538847
1069_150.jpg,1,0.519953132
1069_20.jpg,0,0.724789739
1069_30.jpg,1,0.50116986
1069_40.jpg,0,0.514661372
1069_50.jpg,0,0.683485568
1069_60.jpg,0,0.68967247
1069_70.jpg,1,0.602565289
1069_80.jpg,0,0.711292863
1069_90.jpg,0,0.653778672
106_0.jpg,0,0.838721931
106_10.jpg,0,0.818149269
106_100.jpg,0,0.829044759
106_110.jpg,0,0.852951825
106_120.jpg,0,0.824775398
106_130.jpg,0,0.84571594
106_140.jpg,0,0.86200726
106_20.jpg,0,0.811360359
106_30.jpg,0,0.85640645
106_40.jpg,0,0.90639317
106_50.jpg,0,0.911477268
106_60.jpg,0,0.898985207
106_70.jpg,0,0.894445002
106_80.jpg,0,0.896669745
106_90.jpg,0,0.891029298
1070_0.jpg,1,0.76980412
1070_10.jpg,1,0.83217603
1070_100.jpg,1,0.70935452
1070_110.jpg,1,0.643135905
1070_120.jpg,1,0.590311527
1070_130.jpg,1,0.627950847
1070_140.jpg,1,0.637754619
1070_150.jpg,1,0.521072745
1070_20.jpg,1,0.641306758
1070_30.jpg,1,0.686437488
1070_40.jpg,1,0.772752047
1070_50.jpg,0,0.517603576
1070_60.jpg,1,0.51303798
1070_70.jpg,1,0.768089771
1070_80.jpg,1,0.614063025
1070_90.jpg,0,0.552461267
1071_0.jpg,1,0.884206653
1071_10.jpg,1,0.900556207
1071_100.jpg,1,0.871512473
1071_110.jpg,1,0.879734516
1071_120.jpg,1,0.904356003
1071_130.jpg,1,0.886024415
1071_140.jpg,1,0.956067741
1071_20.jpg,1,0.851982236
1071_30.jpg,1,0.835737228
1071_40.jpg,1,0.837246835
1071_50.jpg,1,0.88221252
1071_60.jpg,1,0.913686991
1071_70.jpg,1,0.866850555
1071_80.jpg,1,0.906898499
1071_90.jpg,1,0.884145975
1072_0.jpg,1,0.683185697
1072_10.jpg,1,0.617592692
1072_100.jpg,1,0.766548872
1072_110.jpg,1,0.74745506
1072_120.jpg,1,0.683991671
1072_130.jpg,1,0.613571405
1072_140.jpg,1,0.746791422
1072_150.jpg,1,0.746163547
1072_20.jpg,1,0.802864373
1072_30.jpg,1,0.713080883
1072_40.jpg,1,0.767603397
1072_50.jpg,1,0.756421387
1072_60.jpg,1,0.75801897
1072_70.jpg,1,0.758584082
1072_80.jpg,1,0.794311821
1072_90.jpg,1,0.741766393
1074_0.jpg,1,0.588270247
1074_10.jpg,0,0.846080065
1074_100.jpg,0,0.708133161
1074_110.jpg,0,0.822260976
